id,label
41922,1
41923,1
41924,1
41925,0
41926,0
41927,0
41928,1
41929,1
41930,0
41931,1
41932,1
41933,0
41934,0
41935,0
41936,1
41937,1
41938,1
41939,0
41940,0
41941,1
41942,1
41943,1
41944,1
41945,0
41946,1
41947,0
41948,1
41949,1
41950,1
41951,1
41952,1
41953,1
41954,1
41955,0
41956,1
41957,1
41958,0
41959,1
41960,1
41961,0
41962,1
41963,1
41964,0
41965,1
41966,0
41967,1
41968,1
41969,1
41970,1
41971,1
41972,1
41973,1
41974,1
41975,1
41976,1
41977,1
41978,1
41979,1
41980,1
41981,0
41982,1
41983,1
41984,1
41985,1
41986,0
41987,1
41988,1
41989,1
41990,1
41991,0
41992,0
41993,1
41994,0
41995,1
41996,1
41997,1
41998,1
41999,1
42000,0
42001,1
42002,1
42003,1
42004,1
42005,1
42006,1
42007,1
42008,1
42009,1
42010,1
42011,1
42012,1
42013,0
42014,1
42015,1
42016,0
42017,1
42018,1
42019,1
42020,1
42021,1
42022,1
42023,1
42024,1
42025,1
42026,0
42027,1
42028,1
42029,1
42030,0
42031,0
42032,1
42033,0
42034,1
42035,0
42036,1
42037,1
42038,1
42039,1
42040,0
42041,1
42042,1
42043,1
42044,1
42045,1
42046,1
42047,0
42048,1
42049,1
42050,1
42051,1
42052,1
42053,0
42054,0
42055,0
42056,1
42057,0
42058,1
42059,0
42060,1
42061,1
42062,0
42063,0
42064,0
42065,1
42066,1
42067,0
42068,1
42069,1
42070,1
42071,1
42072,1
42073,0
42074,1
42075,1
42076,1
42077,1
42078,1
42079,0
42080,1
42081,1
42082,1
42083,1
42084,0
42085,1
42086,0
42087,0
42088,1
42089,0
42090,1
42091,1
42092,1
42093,1
42094,1
42095,1
42096,1
42097,1
42098,1
42099,1
42100,0
42101,1
42102,1
42103,1
42104,1
42105,1
42106,1
42107,1
42108,0
42109,1
42110,1
42111,1
42112,1
42113,0
42114,1
42115,1
42116,0
42117,0
42118,1
42119,1
42120,1
42121,1
42122,1
42123,1
42124,1
42125,1
42126,1
42127,0
42128,1
42129,1
42130,1
42131,0
42132,1
42133,1
42134,1
42135,1
42136,0
42137,1
42138,1
42139,1
42140,1
42141,1
42142,0
42143,1
42144,1
42145,1
42146,1
42147,1
42148,0
42149,1
42150,0
42151,1
42152,1
42153,1
42154,1
42155,1
42156,1
42157,1
42158,1
42159,0
42160,1
42161,1
42162,1
42163,0
42164,1
42165,1
42166,0
42167,1
42168,1
42169,1
42170,1
42171,0
42172,0
42173,1
42174,1
42175,1
42176,1
42177,1
42178,1
42179,1
42180,1
42181,0
42182,1
42183,0
42184,1
42185,0
42186,1
42187,1
42188,0
42189,1
42190,1
42191,1
42192,1
42193,0
42194,1
42195,1
42196,1
42197,1
42198,1
42199,1
42200,1
42201,1
42202,1
42203,1
42204,1
42205,1
42206,1
42207,1
42208,1
42209,1
42210,1
42211,0
42212,1
42213,1
42214,0
42215,1
42216,1
42217,1
42218,0
42219,1
42220,1
42221,1
42222,1
42223,1
42224,1
42225,1
42226,1
42227,1
42228,1
42229,1
42230,1
42231,0
42232,1
42233,1
42234,0
42235,1
42236,0
42237,1
42238,1
42239,1
42240,1
42241,1
42242,0
42243,0
42244,1
42245,1
42246,1
42247,0
42248,0
42249,0
42250,1
42251,1
42252,1
42253,1
42254,0
42255,1
42256,1
42257,1
42258,1
42259,1
42260,1
42261,1
42262,1
42263,1
42264,0
42265,1
42266,0
42267,1
42268,1
42269,1
42270,1
42271,1
42272,1
42273,0
42274,1
42275,1
42276,1
42277,1
42278,1
42279,1
42280,1
42281,1
42282,1
42283,1
42284,1
42285,1
42286,1
42287,1
42288,1
42289,1
42290,0
42291,1
42292,1
42293,1
42294,1
42295,1
42296,0
42297,1
42298,1
42299,1
42300,1
42301,1
42302,1
42303,1
42304,1
42305,0
42306,1
42307,0
42308,1
42309,0
42310,0
42311,1
42312,1
42313,1
42314,1
42315,1
42316,1
42317,0
42318,1
42319,1
42320,1
42321,0
42322,0
42323,1
42324,0
42325,1
42326,1
42327,1
42328,0
42329,1
42330,1
42331,1
42332,0
42333,1
42334,1
42335,1
42336,1
42337,1
42338,0
42339,1
42340,1
42341,1
42342,0
42343,1
42344,1
42345,1
42346,1
42347,1
42348,1
42349,0
42350,1
42351,1
42352,1
42353,1
42354,1
42355,1
42356,0
42357,1
42358,0
42359,1
42360,0
42361,1
42362,0
42363,1
42364,1
42365,1
42366,1
42367,1
42368,1
42369,1
42370,1
42371,1
42372,0
42373,1
42374,0
42375,1
42376,1
42377,1
42378,1
42379,0
42380,1
42381,1
42382,0
42383,0
42384,1
42385,1
42386,1
42387,1
42388,1
42389,1
42390,1
42391,1
42392,1
42393,1
42394,1
42395,1
42396,1
42397,1
42398,0
42399,0
42400,1
42401,1
42402,0
42403,1
42404,1
42405,1
42406,1
42407,1
42408,1
42409,1
42410,1
42411,1
42412,1
42413,1
42414,1
42415,1
42416,1
42417,1
42418,1
42419,1
42420,1
42421,1
42422,1
42423,0
42424,1
42425,1
42426,1
42427,1
42428,1
42429,0
42430,1
42431,0
42432,1
42433,1
42434,1
42435,1
42436,1
42437,0
42438,1
42439,0
42440,1
42441,0
42442,1
42443,0
42444,1
42445,1
42446,1
42447,1
42448,1
42449,1
42450,0
42451,1
42452,1
42453,1
42454,1
42455,1
42456,1
42457,1
42458,1
42459,1
42460,0
42461,0
42462,1
42463,1
42464,1
42465,0
42466,1
42467,1
42468,1
42469,1
42470,1
42471,1
42472,1
42473,1
42474,0
42475,0
42476,1
42477,1
42478,1
42479,0
42480,1
42481,1
42482,1
42483,1
42484,0
42485,1
42486,0
42487,1
42488,1
42489,0
42490,1
42491,0
42492,1
42493,0
42494,1
42495,1
42496,1
42497,1
42498,0
42499,1
42500,1
42501,1
42502,1
42503,1
42504,0
42505,1
42506,1
42507,1
42508,1
42509,1
42510,1
42511,1
42512,1
42513,1
42514,0
42515,0
42516,1
42517,1
42518,1
42519,0
42520,1
42521,0
42522,1
42523,1
42524,1
42525,1
42526,1
42527,1
42528,1
42529,1
42530,1
42531,1
42532,1
42533,1
42534,1
42535,0
42536,0
42537,1
42538,0
42539,0
42540,0
42541,1
42542,0
42543,0
42544,1
42545,0
42546,1
42547,0
42548,0
42549,1
42550,1
42551,1
42552,1
42553,1
42554,1
42555,1
42556,1
42557,0
42558,1
42559,1
42560,0
42561,1
42562,1
42563,1
42564,1
42565,0
42566,1
42567,1
42568,1
42569,0
42570,1
42571,1
42572,1
42573,1
42574,1
42575,0
42576,0
42577,1
42578,0
42579,1
42580,1
42581,1
42582,1
42583,1
42584,1
42585,1
42586,1
42587,1
42588,1
42589,1
42590,1
42591,1
42592,0
42593,1
42594,0
42595,0
42596,1
42597,1
42598,0
42599,1
42600,1
42601,1
42602,1
42603,0
42604,1
42605,1
42606,1
42607,0
42608,0
42609,1
42610,1
42611,0
42612,1
42613,1
42614,0
42615,0
42616,1
42617,1
42618,1
42619,1
42620,1
42621,1
42622,1
42623,1
42624,1
42625,1
42626,0
42627,1
42628,1
42629,0
42630,0
42631,1
42632,0
42633,1
42634,1
42635,1
42636,1
42637,1
42638,1
42639,1
42640,1
42641,1
42642,1
42643,1
42644,1
42645,1
42646,1
42647,1
42648,0
42649,0
42650,1
42651,1
42652,0
42653,1
42654,1
42655,1
42656,1
42657,1
42658,1
42659,0
42660,1
42661,1
42662,1
42663,0
42664,1
42665,1
42666,1
42667,1
42668,1
42669,1
42670,0
42671,1
42672,1
42673,1
42674,0
42675,1
42676,1
42677,0
42678,1
42679,1
42680,1
42681,1
42682,1
42683,1
42684,1
42685,0
42686,1
42687,0
42688,1
42689,1
42690,1
42691,1
42692,1
42693,1
42694,1
42695,0
42696,1
42697,1
42698,1
42699,1
42700,0
42701,1
42702,1
42703,1
42704,0
42705,1
42706,1
42707,1
42708,1
42709,1
42710,0
42711,0
42712,1
42713,1
42714,0
42715,1
42716,0
42717,1
42718,1
42719,1
42720,1
42721,0
42722,1
42723,1
42724,0
42725,0
42726,1
42727,1
42728,0
42729,1
42730,1
42731,1
42732,1
42733,1
42734,0
42735,1
42736,1
42737,0
42738,1
42739,1
42740,1
42741,0
42742,1
42743,1
42744,0
42745,1
42746,1
42747,1
42748,1
42749,1
42750,1
42751,1
42752,1
42753,1
42754,1
42755,0
42756,1
42757,1
42758,1
42759,1
42760,1
42761,1
42762,1
42763,1
42764,1
42765,1
42766,1
42767,0
42768,1
42769,1
42770,1
42771,1
42772,1
42773,0
42774,1
42775,0
42776,1
42777,0
42778,1
42779,1
42780,1
42781,0
42782,0
42783,1
42784,1
42785,1
42786,1
42787,1
42788,1
42789,1
42790,1
42791,1
42792,1
42793,1
42794,1
42795,1
42796,1
42797,1
42798,1
